,Row.names,logFC,logCPM,LR,PValue,FDR,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align,,
63,Solyc02g069240,-0.023809064,4.63994063,0.00446764,0.946708756,0.9738679,AT3G05320,NA,similar to protein-O-fucosyltransferase 1 [Saccharum officinarum] (GB:CAH40838.1),63.49,441,9.00E-154,540,98.16933638,,
285,Solyc02g071810,-0.023778988,9.13741831,0.039343338,0.84277002,0.915482689,AT1G07650,NA,"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G53430.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT1G53440.1); similar to leucine-rich repeat family protein / protein kinase family protein [Arabidopsis thaliana] (TAIR:AT3G14840.2); similar to putative receptor-like protein kinase 2 [Glycine max] (GB:AAU10526.1); similar to SHR5-receptor-like kinase [Saccharum hybrid cultivar] (GB:AAY67902.1); similar to leucine-rich repeat-containing protein kinase family protein [Musa acuminata] (GB:ABF72026.1); contains InterPro domain Galactose mutarotase-like; (InterPro:IPR011013); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271)",50.72,968,0,890,90.70227498,,
322,Solyc02g080250,-0.022753788,4.777937351,0.005167055,0.942695635,0.9738679,AT3G20580,COBL10,"phytochelatin synthetase-related; Identical to COBRA-like protein 10 precursor (COBL10) [Arabidopsis Thaliana] (GB:Q9LJU0); similar to phytochelatin synthetase-related [Arabidopsis thaliana] (TAIR:AT4G27110.1); similar to ATSEB1 [Arabidopsis thaliana] (TAIR:AT4G16120.1); similar to phytochelatin synthetase-related [Arabidopsis thaliana] (TAIR:AT3G16860.1); similar to cobra-like protein 10 precursor [Medicago truncatula] (GB:ABE91155.1); similar to Os06g0685100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058397.1); similar to Phytochelatin synthetase-like conserved re (GB:ABE84746.1); contains InterPro domain Phytochelatin synthetase-like conserved region; (InterPro:IPR006918); contains InterPro domain Cellulose-binding family II/chitobiase, carbohydrate-binding; (InterPro:IPR012291)",54.88,297,7.00E-84,307,85.42274052,,
146,Solyc02g070230,-0.022365078,6.684972142,0.016397187,0.898108215,0.947610242,NA,NA,NA,NA,NA,NA,NA,NA,,
458,Solyc02g081920,-0.022197447,10.45819382,0.050235874,0.822653343,0.901722274,AT4G20130,PTAC14,"PTAC14 (PLASTID TRANSCRIPTIONALLY ACTIVE14); similar to SET domain-containing protein [Arabidopsis thaliana] (TAIR:AT1G24610.1); similar to Os05g0587200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001056468.1); similar to Ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplast precursor ([Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase) (RuBisCO methyltransferase) (RuBisCO LSMT) (rbcMT) (GB:P94026); contains InterPro domain Nuclear protein SET; (InterPro:IPR001214)",65.23,509,0,667,99.41176471,,
242,Solyc02g071240,-0.020766447,9.759359759,0.058537335,0.808822858,0.89323335,NA,NA,NA,NA,NA,NA,NA,NA,,
340,Solyc02g080430,-0.020617423,9.339440381,0.037994046,0.845455095,0.915482689,AT4G04780,MED21,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G33450.1); similar to RNA polymerase II complex component SRB7 protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD03057.1); contains domain FAMILY NOT NAMED (PTHR13381); contains domain gb def: Hypothetical protein C24H11.9 (PTHR13381:SF2),80.58,139,3.00E-50,193,98.56115108,,
413,Solyc02g081360,-0.020458181,10.81460184,0.044729026,0.832503079,0.908801732,AT1G66120,NA,"acyl-activating enzyme 11 (AAE11); similar to AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana] (TAIR:AT1G68270.1); similar to AMP-dependent synthetase and ligase family protein [Arabidopsis thaliana] (TAIR:AT1G65880.1); similar to acyl-activating enzyme 12 (AAE12) [Arabidopsis thaliana] (TAIR:AT1G65890.1); similar to Os09g0555800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063895.1); similar to AMP-binding enzyme, putative [Medicago truncatula] (GB:ABE77669.1); similar to Os03g0130100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048852.1); contains InterPro domain AMP-dependent synthetase and ligase; (InterPro:IPR000873)",59.96,562,0,676,95.83333333,,
233,Solyc02g071150,-0.020008219,12.0769184,0.055811858,0.813242304,0.89323335,AT1G29850,NA,double-stranded DNA-binding family protein; similar to cell death-related protein [Oryza sativa (japonica cultivar-group)] (GB:AAT42243.1); contains InterPro domain DNA-binding TFAR19-related protein; (InterPro:IPR002836),79.39,131,3.00E-42,166,98.4496124,,
432,Solyc02g081570,-0.019751592,6.730406754,0.013333039,0.908073567,0.956242499,AT1G65730,YSL7,Arabidopsis thaliana metal-nicotianamine transporter YSL4,78.34,688,0,966,98.56115108,,
3,Solyc02g068500,-0.01870326,10.44986695,0.038843764,0.843758507,0.915482689,NA,NA,NA,NA,NA,NA,NA,NA,,
181,Solyc02g070590,-0.017993342,3.80204595,0.001481125,0.969300678,0.9858542,NA,NA,NA,NA,NA,NA,NA,NA,,
205,Solyc02g070860,-0.01628308,8.895553803,0.021812633,0.882586631,0.942363415,AT3G59090,NA,similar to TOM1 (TOBAMOVIRUS MULTIPLICATION 1) [Arabidopsis thaliana] (TAIR:AT4G21790.1); similar to Os01g0751300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044258.1),51.52,361,4.00E-79,291,99.43342776,,
89,Solyc02g069520,-0.016241393,9.222955888,0.025380432,0.873422773,0.934440332,NA,NA,NA,NA,NA,NA,NA,NA,,
96,Solyc02g069590,-0.011089981,11.96472346,0.017414862,0.895011674,0.946633151,AT1G30630,NA,coatomer protein epsilon subunit family protein / COPE family protein; similar to coatomer protein epsilon subunit family protein / COPE family protein [Arabidopsis thaliana] (TAIR:AT2G34840.1); similar to epsilon1-COP [Glycine max] (GB:BAA94964.1); contains InterPro domain Coatomer epsilon subunit; (InterPro:IPR006822); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),70.69,290,2.00E-114,408,98.93617021,,
7,Solyc02g068540,-0.008763763,5.305204518,0.001081417,0.973766369,0.988152168,NA,NA,NA,NA,NA,NA,NA,NA,,
247,Solyc02g071300,-0.007382393,5.239486074,0.000716484,0.978645404,0.988152168,AT5G46460,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT4G02750.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE87450.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),57.66,659,0,779,95.21044993,,
343,Solyc02g080470,-0.006539716,11.3903128,0.005846841,0.939049445,0.9738679,AT1G11660,NA,"ATP binding; similar to heat shock protein 70, putative / HSP70, putative [Arabidopsis thaliana] (TAIR:AT1G79920.2); similar to HSP91 (Heat shock protein 91) [Arabidopsis thaliana] (TAIR:AT1G79930.1); similar to Os06g0679800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058371.1); similar to Os01g0180800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042210.1); similar to hypothetical protein UM05918.1 [Ustilago maydis 521] (GB:XP_762065.1); contains InterPro domain Heat shock protein Hsp70; (InterPro:IPR001023); contains InterPro domain Heat shock protein 70; (InterPro:IPR013126)",64.05,765,0,1020,99.73474801,,
200,Solyc02g070800,-0.005457212,12.78559992,0.003874595,0.950366737,0.9738679,NA,NA,NA,NA,NA,NA,NA,NA,,
238,Solyc02g071200,-0.005184649,10.10404988,0.004224115,0.948179423,0.9738679,NA,NA,NA,NA,NA,NA,NA,NA,,
396,Solyc02g081180,-0.002159869,5.364645907,7.19E-05,0.99323256,0.995089069,NA,NA,NA,NA,NA,NA,NA,NA,,
127,Solyc02g069930,-0.001759745,7.473711493,0.000165204,0.989744941,0.993451851,NA,NA,NA,NA,NA,NA,NA,NA,,
24,Solyc02g068740,-0.000374203,10.92010679,1.54E-05,0.996870806,0.996870806,AT2G35120,NA,"glycine cleavage system H protein, mitochondrial, putative; similar to glycine cleavage system H protein, mitochondrial, putative [Arabidopsis thaliana] (TAIR:AT1G32470.1); similar to 2-oxo acid dehydrogenase, lipoyl-binding site [Medicago truncatula] (GB:ABC75361.1); contains InterPro domain 2-oxo acid dehydrogenase, lipoyl-binding site; (InterPro:IPR003016); contains InterPro domain Glycine cleavage H-protein; (InterPro:IPR002930); contains InterPro domain Single hybrid motif; (InterPro:IPR011053)",69.23,156,2.00E-58,221,98.70967742,,
245,Solyc02g071270,0.001883584,10.07019962,0.000389895,0.98424619,0.989786038,AT1G29400,AML5,"A member of mei2-like gene family, predominantly plant-based family of genes encoding RNA binding proteins with characteristic presence of a highly conserved RNA binding motif first described in the mei2 gene of the fission yeast S. pombe. In silico analyses reveal nine mei2 -like genes in A. thaliana. They were grouped into four distinct clades, based on overall sequence similarity and subfamily-specific sequence elements. AML5 is a member of two sister clades of mei2-like gene family, AML1 through AML5, and belongs to the clade named ALM235. Among mei2-like genes, AML5 is the transcript with highest frequency of alternative splicing. Expression was detected during embryo development (heart and torpedo stage) and in vegetative and floral apices.",54.68,812,0,737,93.27830189,,
9,Solyc02g068560,0.002428624,11.41227252,0.000580505,0.980777898,0.988152168,NA,NA,NA,NA,NA,NA,NA,NA,,
508,Solyc02g082470,0.002719435,11.29732511,0.000923062,0.975762451,0.988152168,NA,NA,NA,NA,NA,NA,NA,NA,,
298,Solyc02g071990,0.004276158,9.194473358,0.001829583,0.965881985,0.98424476,AT1G78700,BEH4,"brassinosteroid signalling positive regulator-related; Identical to BES1/BZR1 homolog protein 4 (BEH4) [Arabidopsis Thaliana] (GB:Q9ZV88); similar to brassinosteroid signalling positive regulator-related [Arabidopsis thaliana] (TAIR:AT4G18890.1); similar to Os01g0203000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042330.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAB33003.1); contains InterPro domain BZR1, transcriptional repressor; (InterPro:IPR008540)",69.05,336,2.00E-82,302,99.38461538,,
28,Solyc02g068780,0.005998367,9.535971283,0.003613686,0.952064888,0.9738679,NA,NA,NA,NA,NA,NA,NA,NA,,
235,Solyc02g071170,0.009733164,10.71950376,0.011642577,0.914074402,0.958794285,AT1G60970,NA,"clathrin adaptor complex small chain family protein; similar to clathrin adaptor complex small chain family protein [Arabidopsis thaliana] (TAIR:AT3G09800.1); similar to nonclathrin coat protein zeta1-COP [Solanum lycopersicum] (GB:BAA92781.1); contains InterPro domain Clathrin adaptor complex, small chain; (InterPro:IPR000804); contains InterPro domain Longin-like; (InterPro:IPR011012)",76.84,177,6.00E-63,236,98.87640449,,
164,Solyc02g070420,0.009983149,9.407718953,0.010061501,0.920100575,0.962955812,NA,NA,NA,NA,NA,NA,NA,NA,,
61,Solyc02g069220,0.010032754,4.159501653,0.000641895,0.979787239,0.988152168,NA,NA,NA,NA,NA,NA,NA,NA,,
253,Solyc02g071360,0.010528675,6.78493053,0.003220915,0.954741873,0.974745989,AT1G17020,ATSRG1,Encodes a novel member of the Fe(II)/ascorbate oxidase gene family; senescence-related gene.,54.42,351,9.00E-110,393,94.50549451,,
136,Solyc02g070040,0.012026509,6.212542285,0.003901096,0.950197508,0.9738679,NA,NA,NA,NA,NA,NA,NA,NA,,
310,Solyc02g072130,0.012356872,13.03366991,0.017403479,0.895045792,0.946633151,AT2G34250,NA,"protein translocase; similar to protein transport protein sec61, putative [Arabidopsis thaliana] (TAIR:AT1G29310.1); similar to protein transport protein sec61, putative [Arabidopsis thaliana] (TAIR:AT1G78720.1); similar to putative integral membrane protein [Phaseolus vulgaris] (GB:AAF18411.1); similar to SecY protein; ABC transporter related [Medicago truncatula] (GB:ABE84066.1); similar to SecY protein; ABC transporter related [Medicago truncatula] (GB:ABE85367.1); contains InterPro domain SecY protein; (InterPro:IPR002208)",90.32,475,0,894,99.57983193,,
302,Solyc02g072030,0.014213253,5.946711063,0.004422247,0.946979773,0.9738679,NA,NA,NA,NA,NA,NA,NA,NA,,
446,Solyc02g081770,0.016899451,9.393607318,0.029196979,0.864325015,0.926556416,NA,NA,NA,NA,NA,NA,NA,NA,,
526,Solyc02g082660,0.019202131,9.997906277,0.048471114,0.82574533,0.903264279,NA,NA,NA,NA,NA,NA,NA,NA,,
469,Solyc02g082030,0.023168379,10.09255987,0.08166696,0.775050981,0.871058927,AT3G20320,TGD2,"Encodes a permease-like component of an ABC transporter involved in lipid transfer from ER to chloroplast. A phosphatidic acid-binding protein with a predicted mycobacterial cell entry domain. It is tethered to the inner chloroplast envelope membrane facing the outer envelope membrane. Presumed bacterial orthologs of TGD1 and TGD2 in Gram-negative bacteria are typically organized in transcriptional units, suggesting their involvement in a common biological process.",73.45,354,5.00E-144,507,90.48843188,,
400,Solyc02g081220,0.024512781,4.447104547,0.004614619,0.945840571,0.9738679,NA,NA,NA,NA,NA,NA,NA,NA,,
264,Solyc02g071530,0.025046249,9.370324738,0.055836444,0.813201933,0.89323335,NA,NA,NA,NA,NA,NA,NA,NA,,
68,Solyc02g069290,0.02744929,11.1250164,0.080365616,0.77680255,0.871058927,NA,NA,NA,NA,NA,NA,NA,NA,,
292,Solyc02g071900,0.029148526,8.053470647,0.056782344,0.811655819,0.89323335,NA,NA,NA,NA,NA,NA,NA,NA,,
43,Solyc02g069010,0.030224789,10.36505643,0.133727396,0.714598225,0.834476359,AT1G31190,IMPL1,"inositol monophosphatase family protein; similar to VTC4, 3'(2'),5'-bisphosphate nucleotidase/ inositol or phosphatidylinositol phosphatase [Arabidopsis thaliana] (TAIR:AT3G02870.1); similar to inositol monophosphatase [Chlamydomonas incerta] (GB:AAW82030.1); similar to Os02g0169900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001046024.1); contains InterPro domain Inositol monophosphatase; (InterPro:IPR000760)",75.47,371,5.00E-151,530,99.45054945,,
32,Solyc02g068830,0.030286013,8.420460451,0.074284063,0.785198361,0.876804836,NA,NA,NA,NA,NA,NA,NA,NA,,
386,Solyc02g081060,0.030704969,4.875594718,0.008807881,0.925228065,0.962955812,NA,NA,NA,NA,NA,NA,NA,NA,,
313,Solyc02g080140,0.030808439,8.572691698,0.083122421,0.773109765,0.871058927,AT1G61780,NA,postsynaptic protein-related; similar to Os08g0190800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061168.1); similar to unnamed protein product [Tetraodon nigroviridis] (GB:CAF91025.1); contains domain CRIPT-RELATED (PTHR11800:SF1); contains domain DNA-DIRECTED RNA POLYMERASE (PTHR11800),89.8,98,1.00E-45,177,97.93814433,,
436,Solyc02g081610,0.032555801,8.234539754,0.066099325,0.797103207,0.886405226,AT2G34980,SETH1,Encodes a putative phosphatidylinositol-glycan synthase subunit C gene. It is involved in the first step of the glycosylphosphatidylinositol (GPI) biosynthetic pathway.,69.74,304,2.00E-83,305,99.34210526,,
103,Solyc02g069660,0.034014405,9.640733093,0.121923994,0.726957059,0.845147023,AT4G19490,ATVPS54,protein binding; similar to OSJNBa0083I11.13 [Oryza sativa (japonica cultivar-group)] (GB:CAE04303.2); similar to hypothetical protein CNBC0010 [Cryptococcus neoformans var. neoformans B-3501A] (GB:EAL22287.1); similar to Os04g0212100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052256.1); contains InterPro domain Vps54-like; (InterPro:IPR012501),58.09,241,4.00E-72,268,78.08219178,,
294,Solyc02g071930,0.036489619,8.597874409,0.11403279,0.73559876,0.84791599,NA,NA,NA,NA,NA,NA,NA,NA,,
250,Solyc02g071330,0.037507428,10.27568247,0.200290575,0.654486404,0.788325197,AT4G18060,NA,SH3 domain-containing protein 3 (SH3P3); similar to SH3 domain-containing protein 2 (SH3P2) [Arabidopsis thaliana] (TAIR:AT4G34660.1); similar to SH3; tRNA-binding arm [Medicago truncatula] (GB:ABE92790.1); contains InterPro domain Src homology-3; (InterPro:IPR001452); contains InterPro domain Neutrophil cytosol factor 2; (InterPro:IPR000108),73.12,320,6.00E-133,470,99.37106918,,
248,Solyc02g071310,0.039588756,8.730252014,0.120524541,0.728466278,0.845147023,AT1G29520,NA,AWPM-19-like membrane family protein; similar to AWPM-19-like membrane family protein [Arabidopsis thaliana] (TAIR:AT5G46530.1); similar to AWPM-19-like [Medicago truncatula] (GB:ABE81135.1); contains InterPro domain AWPM-19-like; (InterPro:IPR008390),78.57,154,1.00E-53,205,95.625,,
174,Solyc02g070520,0.040777687,9.944502333,0.167806777,0.682068396,0.812419245,AT1G30000,MNS3,"glycoside hydrolase family 47 protein; similar to mannosyl-oligosaccharide 1,2-alpha-mannosidase, putative [Arabidopsis thaliana] (TAIR:AT3G21160.1); similar to putative alpha-mannosidase [Oryza sativa (japonica cultivar-group)] (GB:AAT01383.1); similar to Os05g0209100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054909.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Glycoside hydrolase, family 47; (InterPro:IPR001382)",70.59,629,0,842,98.88888889,,
462,Solyc02g081960,0.041024737,10.97330435,0.215296648,0.642647246,0.787984143,NA,NA,NA,NA,NA,NA,NA,NA,,
376,Solyc02g080940,0.041868352,10.13557878,0.254930142,0.613624809,0.779390752,AT1G11930,NA,"alanine racemase family protein; similar to alanine racemase family protein [Arabidopsis thaliana] (TAIR:AT4G26860.1); similar to Os05g0150000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001054662.1); similar to putative proline synthetase associated protein [Oryza sativa] (GB:CAD29783.1); contains InterPro domain Alanine racemase, N-terminal; (InterPro:IPR001608); contains InterPro domain Protein of unknown function UPF0001; (InterPro:IPR011078)",79.39,228,5.00E-109,390,93.03278689,,
492,Solyc02g082280,0.043563995,10.54374062,0.217947568,0.640608238,0.787984143,AT5G65950,NA,"binding; similar to Os02g0714500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047920.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD33026.1); contains InterPro domain Transglutaminase, C-terminal; (InterPro:IPR008958); contains InterPro domain Protein of unknown function DUF1683, C-terminal; (InterPro:IPR012880); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990)",59.63,1189,0,1339,98.38572642,,
318,Solyc02g080190,0.044477238,7.743303315,0.107853566,0.742601179,0.852321696,AT1G11570,NTL,"NTL (NTF2-LIKE); protein transporter; similar to NTF2B (NUCLEAR TRANSPORT FACTOR 2B) [Arabidopsis thaliana] (TAIR:AT1G27970.2); similar to NTF2A (NUCLEAR TRANSPORT FACTOR 2A), Ran GTPase binding / protein transporter [Arabidopsis thaliana] (TAIR:AT1G27310.1); similar to Os01g0788200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044479.1); similar to hypothetical protein FG08477.1 [Gibberella zeae PH-1] (GB:XP_388653.1); similar to Os08g0532300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001062338.1); contains InterPro domain Nuclear transport factor 2; (InterPro:IPR002075)",69.11,123,6.00E-46,178,94.44444444,,
486,Solyc02g082220,0.044910633,12.04240251,0.257923901,0.611550064,0.778600556,AT3G07100,ERMO2,"protein transport protein Sec24, putative; Identical to Protein transport protein Sec24-like At3g07100 [Arabidopsis Thaliana] (GB:Q9SFU0;GB:Q56WS8;GB:Q8L7A7); similar to CEF (CLONE EIGHTY-FOUR), transporter [Arabidopsis thaliana] (TAIR:AT3G44340.1); similar to Vesicle coat complex COPII, subunit SEC24/subunit SFB2 (ISS) [Ostreococcus tauri] (GB:CAL57339.1); similar to Os04g0129500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001052091.1); similar to OSIGBa0131J24.5 [Oryza sativa (indica cultivar-group)] (GB:CAH65927.1); contains InterPro domain Sec23/Sec24 beta-sandwich; (InterPro:IPR012990); contains InterPro domain Zinc finger, Sec23/Sec24-type; (InterPro:IPR006895); contains InterPro domain Sec23/Sec24 trunk region; (InterPro:IPR006896); contains InterPro domain Gelsolin region; (InterPro:IPR007123); contains InterPro domain Sec23/Sec24 helical region; (InterPro:IPR006900)",70.72,912,0,1267,88.16682832,,
239,Solyc02g071210,0.045643323,10.80058305,0.233792639,0.628725793,0.784727675,AT1G29390,COR314-TM2,encodes a protein similar to the cold acclimation protein WCOR413 in wheat. Possibly targeted to thylakoid membrane.,62.5,192,2.00E-57,218,81.61434978,,
58,Solyc02g069160,0.047305479,11.33546171,0.289564116,0.59049999,0.766338952,NA,NA,NA,NA,NA,NA,NA,NA,,
260,Solyc02g071450,0.047688431,7.457569414,0.104300813,0.746728289,0.852617965,AT1G17020,ATSRG1,Encodes a novel member of the Fe(II)/ascorbate oxidase gene family; senescence-related gene.,50.29,348,4.00E-105,378,94.18282548,,
2,Solyc02g068490,0.048769598,11.68313207,0.28745651,0.591855088,0.766338952,AT5G44790,HMA7,ATP dependent copper transporter vital for ethylene response pathway,73.96,1014,0,1488,99.80079681,,
380,Solyc02g080980,0.049524221,8.632074296,0.210111942,0.646679679,0.787984143,AT4G04350,EMB2369,"EMB2369 (EMBRYO DEFECTIVE 2369); ATP binding / aminoacyl-tRNA ligase; similar to OVA2 (OVULE ABORTION 2), ATP binding / aminoacyl-tRNA ligase [Arabidopsis thaliana] (TAIR:AT5G49030.2); similar to Isoleucyl-tRNA synthetase (ISS) [Ostreococcus tauri] (GB:CAL53315.1); similar to leucyl-tRNA synthetase [Treponema denticola ATCC 35405] (GB:NP_972938.1); similar to leucyl-tRNA synthetase [Salinibacter ruber DSM 13855] (GB:YP_445066.1); contains InterPro domain Aminoacyl-tRNA synthetase, class I; (InterPro:IPR001412); contains InterPro domain tRNA synthetase, valyl/leucyl, anticodon-binding; (InterPro:IPR013155); contains InterPro domain Aminoacyl-tRNA synthetase, class Ia; (InterPro:IPR002300); contains InterPro domain Aminoacyl-tRNA synthetase, class 1a, anticodon-binding; (InterPro:IPR009080); contains InterPro domain ValRS-IleRS-LeuRS editing; (InterPro:IPR009008); contains InterPro domain Leucyl-tRNA synthetase bacterial/mitochondrial, class Ia; (InterPro:IPR002302)",75,324,7.00E-148,520,75.82159624,,
265,Solyc02g071570,0.051204304,8.074166085,0.170961307,0.679258873,0.810874734,AT4G18975,NA,pentatricopeptide (PPR) repeat-containing protein; similar to EMB1417 (EMBRYO DEFECTIVE 1417) [Arabidopsis thaliana] (TAIR:AT4G21190.1); similar to Os07g0545900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059918.1); similar to Os01g0757700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044296.1); similar to Os12g0123100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066030.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885),68.75,224,7.00E-86,313,80.21582734,,
299,Solyc02g072000,0.05123995,7.304614089,0.103532126,0.747631425,0.852617965,NA,NA,NA,NA,NA,NA,NA,NA,,
236,Solyc02g071180,0.05145424,11.96608883,0.337623868,0.561203992,0.746417779,NA,NA,NA,NA,NA,NA,NA,NA,,
95,Solyc02g069580,0.052578754,11.23850307,0.346995025,0.555819123,0.742940274,AT1G30620,HSR8,"encodes a type-II membrane protein that catalyzes 4-epimerization of UDP-D-Xylose to UDP-L-Arabinose in vitro, the nucleotide sugar used by glycosyltransferases in the arabinosylation of cell wall polysaccharides and wall-resident proteoglycans.",83.66,410,0,742,97.84688995,,
406,Solyc02g081290,0.054193709,10.54574739,0.4386478,0.507775828,0.716585141,AT2G33730,NA,"DEAD box RNA helicase, putative; Identical to DEAD-box ATP-dependent RNA helicase 21 (EC 3.6.1.-) (RH21) [Arabidopsis Thaliana] (GB:P93008); similar to DEAD box RNA helicase, putative [Arabidopsis thaliana] (TAIR:AT1G20920.1); similar to Putative DEAD-box ATP-dependent RNA helicase 44 (GB:Q9FZ92); similar to Hypothetical protein CBG09074 [Caenorhabditis briggsae] (GB:CAE64386.1); similar to Helicase, C-terminal [Medicago truncatula] (GB:ABE87919.1); contains InterPro domain DEAD/DEAH box helicase; (InterPro:IPR001410); contains InterPro domain DEAD/DEAH box helicase, N-terminal; (InterPro:IPR011545); contains InterPro domain Helicase, C-terminal; (InterPro:IPR001650); contains InterPro domain ATP-dependent helicase, DEAD-box; (InterPro:IPR000629)",75.68,588,0,901,80.88685015,,
241,Solyc02g071230,0.054551661,7.503068923,0.156904803,0.692022326,0.817013143,NA,NA,NA,NA,NA,NA,NA,NA,,
232,Solyc02g071140,0.054841421,8.216221182,0.225505511,0.634876638,0.785898101,AT4G18160,ATKCO6,"Encodes AtTPK3 (KCO6), a member of the Arabidopsis thaliana K+ channel family of AtTPK/KCO proteins.AtTPK3 is targeted to the vacuolar membrane. May form homomeric ion channels in vivo.",59.72,432,7.00E-130,460,98.11764706,,
131,Solyc02g069980,0.054894615,8.263513133,0.235141714,0.627737259,0.784727675,NA,NA,NA,NA,NA,NA,NA,NA,,
345,Solyc02g080490,0.055147626,10.87137402,0.398059449,0.528093144,0.728113241,AT3G21690,NA,"MATE efflux family protein; similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G11670.1); similar to MATE efflux family protein [Arabidopsis thaliana] (TAIR:AT1G61890.1); similar to MATE efflux family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97209.1); similar to MATE efflux family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABF97220.1); similar to putative MATE efflux family protein [Oryza sativa (japonica cultivar-group)] (GB:AAS01962.1); contains InterPro domain Multi antimicrobial extrusion protein MatE; (InterPro:IPR002528)",66.53,475,6.00E-180,627,93.86138614,,
180,Solyc02g070580,0.056481283,10.48177109,0.378435633,0.538441651,0.736236543,AT2G34500,CYP710A1,"Encodes a protein with C22-sterol desaturase activity. The enzyme was shown to catalyze in the presence of NADPH the conversion of &beta;-sitosterol to stigmasterol, but not that of 24-<i>epi</i>-campesterol to brassicasterol (unlike CYP710A2).",60.74,489,0,635,97.21115538,,
87,Solyc02g069500,0.058106465,8.512347762,0.209824584,0.646904928,0.787984143,AT4G21300,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT3G03580.1); similar to hypothetical protein [Oryza sativa (japonica cultivar-group)] (GB:AAK09236.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),53.01,813,0,860,94.73067916,,
402,Solyc02g081250,0.058697266,10.20758678,0.483501662,0.486840474,0.700310555,NA,NA,NA,NA,NA,NA,NA,NA,,
445,Solyc02g081730,0.061796194,10.507942,0.483198419,0.486977125,0.700310555,AT2G26260,3BETAHSD/D2,"Encodes an enzyme with 3&#946;-hydroxysteroid dehydrogenase/C4-decarboxylase activity <i>in vitro</i>. The activity of the enzyme was determined using microsomal extracts of yeast overexpressing the <i>Arabidopsis</i> gene. Cytosolic fractions failed to be associated to the activity, leading to the speculation that the enzyme is membrane-bound.",77.3,370,2.00E-174,608,87.85714286,,
525,Solyc02g082650,0.063141667,3.030640841,0.0093475,0.922978561,0.962955812,NA,NA,NA,NA,NA,NA,NA,NA,,
